YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2013,Rhode Island,241.4167352,Mathematics,4
2013,South Carolina,236.6258997,Mathematics,4
2013,South Dakota,240.9810997,Mathematics,4
2013,Tennessee,239.774787,Mathematics,4
2013,Texas,241.9262887,Mathematics,4
2013,Utah,242.8206887,Mathematics,4
2013,Vermont,247.8032947,Mathematics,4
2013,Virginia,246.1774569,Mathematics,4
2013,Washington,246.2883381,Mathematics,4
2013,West Virginia,237.4406327,Mathematics,4
2013,Wisconsin,244.7062916,Mathematics,4
2013,Wyoming,246.5224009,Mathematics,4
2011,Alabama,231.286019,Mathematics,4
2011,Alaska,236.359658,Mathematics,4
2011,Arizona,235.157597,Mathematics,4
2011,Arkansas,237.810157,Mathematics,4
2011,California,234.1649932,Mathematics,4
2011,Colorado,244.4560971,Mathematics,4
2011,Connecticut,242.4134069,Mathematics,4
2011,Delaware,240.3598324,Mathematics,4
2011,District of Columbia,221.8082831,Mathematics,4
2011,Florida,239.826451,Mathematics,4
2011,Georgia,238.3665421,Mathematics,4
2011,Hawaii,238.8219278,Mathematics,4
2011,Idaho,240.3288325,Mathematics,4
2011,Illinois,238.8368789,Mathematics,4
2011,Indiana,243.836876,Mathematics,4
2011,Iowa,242.6048729,Mathematics,4
2011,Kansas,246.2553348,Mathematics,4
2011,Kentucky,240.8307002,Mathematics,4
2011,Louisiana,230.7788693,Mathematics,4
2011,Maine,244.2570165,Mathematics,4
2011,Maryland,247.1065558,Mathematics,4
2011,Massachusetts,253.3964558,Mathematics,4
2011,Michigan,236.4022137,Mathematics,4
2011,Minnesota,249.1866861,Mathematics,4
2011,Mississippi,229.8680222,Mathematics,4
2011,Missouri,240.494831,Mathematics,4
2011,Montana,243.7966065,Mathematics,4
2011,Nebraska,239.8032687,Mathematics,4
2011,Nevada,237.0318789,Mathematics,4
2011,New Hampshire,251.7788368,Mathematics,4
2011,New Jersey,248.0041626,Mathematics,4
2011,New Mexico,232.8403707,Mathematics,4
2011,New York,237.5199426,Mathematics,4
2011,North Carolina,244.5179008,Mathematics,4
2011,North Dakota,245.156416,Mathematics,4
2011,Ohio,244.0386216,Mathematics,4
2011,Oklahoma,237.4290823,Mathematics,4
2011,Oregon,236.914497,Mathematics,4
2011,Pennsylvania,245.6549103,Mathematics,4
2011,Rhode Island,241.6247747,Mathematics,4
2011,South Carolina,237.303025,Mathematics,4
2011,South Dakota,240.9797923,Mathematics,4
2011,Tennessee,232.901117,Mathematics,4
2011,Texas,241.1017937,Mathematics,4
2011,Utah,242.5375131,Mathematics,4
2011,Vermont,246.6397299,Mathematics,4
2011,Virginia,245.3336181,Mathematics,4
2011,Washington,243.1828847,Mathematics,4
2011,West Virginia,234.6558068,Mathematics,4
2011,Wisconsin,244.6918655,Mathematics,4
2011,Wyoming,243.874435,Mathematics,4
2009,Alabama,227.9626504,Mathematics,4
2009,Alaska,237.2122843,Mathematics,4
2009,Arizona,229.9911052,Mathematics,4
2009,Arkansas,237.5405919,Mathematics,4
2009,California,231.6749272,Mathematics,4
2009,Colorado,243.13244,Mathematics,4
2009,Connecticut,244.7177427,Mathematics,4
2009,Delaware,239.4905694,Mathematics,4
2009,District of Columbia,219.260141,Mathematics,4
2009,Florida,241.9449094,Mathematics,4
2009,Georgia,236.0295729,Mathematics,4
2009,Hawaii,235.6797808,Mathematics,4
2009,Idaho,241.0428023,Mathematics,4
2009,Illinois,238.2856688,Mathematics,4
2009,Indiana,242.6168096,Mathematics,4
2009,Iowa,242.595644,Mathematics,4
2009,Kansas,245.3086536,Mathematics,4
2009,Kentucky,238.8359023,Mathematics,4
2009,Louisiana,229.4324555,Mathematics,4
2009,Maine,244.4557328,Mathematics,4
2009,Maryland,243.795041,Mathematics,4
2009,Massachusetts,252.2547897,Mathematics,4
2009,Michigan,236.2797197,Mathematics,4
2009,Minnesota,249.4555342,Mathematics,4
2009,Mississippi,227.2622608,Mathematics,4
2009,Missouri,240.6843809,Mathematics,4
2009,Montana,244.4007519,Mathematics,4
2009,Nebraska,238.7484634,Mathematics,4
2009,Nevada,235.1522739,Mathematics,4
2009,New Hampshire,251.0717526,Mathematics,4
2009,New Jersey,246.5298698,Mathematics,4
2009,New Mexico,230.0295892,Mathematics,4
2009,New York,240.6410988,Mathematics,4
2009,North Carolina,243.7784601,Mathematics,4
2009,North Dakota,245.1895263,Mathematics,4
2009,Ohio,243.6875529,Mathematics,4
2009,Oklahoma,236.7809856,Mathematics,4
2009,Oregon,238.0323272,Mathematics,4
2009,Pennsylvania,243.5878732,Mathematics,4
2009,Rhode Island,238.7668591,Mathematics,4
2009,South Carolina,235.6683025,Mathematics,4
2009,South Dakota,242.0977898,Mathematics,4
2009,Tennessee,231.8254862,Mathematics,4
2009,Texas,240.4646237,Mathematics,4
2009,Utah,240.3187126,Mathematics,4
2009,Vermont,247.7672261,Mathematics,4
2009,Virginia,243.0712969,Mathematics,4
2009,Washington,242.2570912,Mathematics,4
2009,West Virginia,232.9831445,Mathematics,4
2009,Wisconsin,243.5852535,Mathematics,4
2009,Wyoming,242.0091957,Mathematics,4
2007,Alabama,228.520018,Mathematics,4
2007,Alaska,237.2738932,Mathematics,4
2007,Arizona,231.9369335,Mathematics,4
2007,Arkansas,237.6706874,Mathematics,4
2007,California,230.0340912,Mathematics,4
2007,Colorado,240.2058902,Mathematics,4
2007,Connecticut,242.7556468,Mathematics,4
2007,Delaware,241.7948949,Mathematics,4
2007,District of Columbia,213.6988988,Mathematics,4
2007,Florida,242.02025,Mathematics,4
2007,Georgia,235.2090171,Mathematics,4
2007,Hawaii,234.286135,Mathematics,4
2007,Idaho,240.9028435,Mathematics,4
2007,Illinois,237.2870413,Mathematics,4
2007,Indiana,245.144255,Mathematics,4
2007,Iowa,242.8195893,Mathematics,4
2007,Kansas,247.9236542,Mathematics,4
2007,Kentucky,235.0879202,Mathematics,4
2007,Louisiana,230.0431193,Mathematics,4
2007,Maine,242.370604,Mathematics,4
2007,Maryland,240.3282307,Mathematics,4
2007,Massachusetts,252.4303198,Mathematics,4
2007,Michigan,237.6055535,Mathematics,4
2007,Minnesota,246.9977624,Mathematics,4
2007,Mississippi,227.6123771,Mathematics,4
2007,Missouri,239.4111029,Mathematics,4
2007,Montana,243.6188113,Mathematics,4
2007,Nebraska,238.0408086,Mathematics,4
2007,Nevada,231.7816005,Mathematics,4
2007,New Hampshire,248.5715266,Mathematics,4
2007,New Jersey,248.6215224,Mathematics,4
2007,New Mexico,228.0643128,Mathematics,4
2007,New York,242.5430182,Mathematics,4
2007,North Carolina,241.617994,Mathematics,4
2007,North Dakota,245.4158542,Mathematics,4
2007,Ohio,244.5327317,Mathematics,4
2007,Oklahoma,236.8021942,Mathematics,4
2007,Oregon,236.0396573,Mathematics,4
2007,Pennsylvania,244.0012735,Mathematics,4
2007,Rhode Island,235.8779358,Mathematics,4
2007,South Carolina,237.1074115,Mathematics,4
2007,South Dakota,241.2134286,Mathematics,4
2007,Tennessee,232.7537101,Mathematics,4
2007,Texas,242.3397599,Mathematics,4
2007,Utah,239.4049889,Mathematics,4
2007,Vermont,246.357405,Mathematics,4
2007,Virginia,243.5211298,Mathematics,4
2007,Washington,242.542232,Mathematics,4
2007,West Virginia,236.3378058,Mathematics,4
2007,Wisconsin,244.1812142,Mathematics,4
2007,Wyoming,243.8669151,Mathematics,4
2005,Alabama,225.0712362,Mathematics,4
2005,Alaska,235.5107055,Mathematics,4
2005,Arizona,229.8006731,Mathematics,4
2005,Arkansas,235.545467,Mathematics,4
2005,California,230.3669575,Mathematics,4
2005,Colorado,239.2158745,Mathematics,4
2005,Connecticut,242.1207324,Mathematics,4
2005,Delaware,239.7169124,Mathematics,4
2005,District of Columbia,211.1222985,Mathematics,4
2005,Florida,238.9306496,Mathematics,4
2005,Georgia,233.6357378,Mathematics,4
2005,Hawaii,230.0968754,Mathematics,4
2005,Idaho,241.6501157,Mathematics,4
2005,Illinois,233.067494,Mathematics,4
2005,Indiana,240.0690988,Mathematics,4
2005,Iowa,239.8808018,Mathematics,4
2005,Kansas,245.7820465,Mathematics,4
2005,Kentucky,231.4923054,Mathematics,4
2005,Louisiana,230.2311964,Mathematics,4
2005,Maine,240.6914597,Mathematics,4
2005,Maryland,238.4217067,Mathematics,4
2005,Massachusetts,247.337049,Mathematics,4
2005,Michigan,237.706003,Mathematics,4
2005,Minnesota,245.7461911,Mathematics,4
2005,Mississippi,226.6988447,Mathematics,4
2005,Missouri,235.0355476,Mathematics,4
2005,Montana,240.5754886,Mathematics,4
2005,Nebraska,237.7061785,Mathematics,4
2005,Nevada,229.8715955,Mathematics,4
2005,New Hampshire,245.6259264,Mathematics,4
2005,New Jersey,243.9789314,Mathematics,4
2005,New Mexico,224.0272183,Mathematics,4
2005,New York,238.1739767,Mathematics,4
2005,North Carolina,241.2355493,Mathematics,4
2005,North Dakota,242.7369951,Mathematics,4
2005,Ohio,242.1059352,Mathematics,4
2005,Oklahoma,233.9553288,Mathematics,4
2005,Oregon,238.3249306,Mathematics,4
2005,Pennsylvania,240.5729633,Mathematics,4
2005,Rhode Island,233.4367723,Mathematics,4
2005,South Carolina,238.3026753,Mathematics,4
2005,South Dakota,241.5941861,Mathematics,4
2005,Tennessee,231.6880797,Mathematics,4
2005,Texas,241.9909163,Mathematics,4
2005,Utah,238.7974238,Mathematics,4
2005,Vermont,243.5288554,Mathematics,4
2005,Virginia,240.4975682,Mathematics,4
2005,Washington,241.6846745,Mathematics,4
2005,West Virginia,230.8432679,Mathematics,4
2005,Wisconsin,240.5685819,Mathematics,4
2005,Wyoming,242.9559138,Mathematics,4
2003,Alabama,223.3446426,Mathematics,4
2003,Alaska,232.9916543,Mathematics,4
2003,Arizona,228.9113961,Mathematics,4
2003,Arkansas,229.0065887,Mathematics,4
2003,California,227.4549818,Mathematics,4
2003,Colorado,235.1931161,Mathematics,4
2003,Connecticut,240.6152416,Mathematics,4
2003,Delaware,235.8594245,Mathematics,4
2003,District of Columbia,204.9198504,Mathematics,4
2003,Florida,233.7288115,Mathematics,4
2003,Georgia,230.2549768,Mathematics,4
2003,Hawaii,226.8346102,Mathematics,4
2003,Idaho,234.9437647,Mathematics,4
2003,Illinois,232.8567753,Mathematics,4
2003,Indiana,237.9682799,Mathematics,4
2003,Iowa,238.4766945,Mathematics,4
2003,Kansas,241.7473658,Mathematics,4
2003,Kentucky,228.7263433,Mathematics,4
2003,Louisiana,226.2477291,Mathematics,4
2003,Maine,237.6157104,Mathematics,4
2003,Maryland,233.0798523,Mathematics,4
2003,Massachusetts,241.6645274,Mathematics,4
2003,Michigan,235.6869747,Mathematics,4
2003,Minnesota,241.9122956,Mathematics,4
2003,Mississippi,222.8906005,Mathematics,4
2003,Missouri,234.8364254,Mathematics,4
2003,Montana,235.7549153,Mathematics,4
2003,Nebraska,236.2541084,Mathematics,4
2003,Nevada,227.5135983,Mathematics,4
2003,New Hampshire,243.1101422,Mathematics,4
2003,New Jersey,238.7765412,Mathematics,4
2003,New Mexico,222.5180092,Mathematics,4
2003,New York,235.9300755,Mathematics,4
2003,North Carolina,242.0401256,Mathematics,4
2003,North Dakota,237.5773868,Mathematics,4
2003,Ohio,237.7820679,Mathematics,4
2003,Oklahoma,229.0966213,Mathematics,4
2003,Oregon,236.3059056,Mathematics,4
2003,Pennsylvania,235.9470171,Mathematics,4
2003,Rhode Island,230.297962,Mathematics,4
2003,South Carolina,235.7932235,Mathematics,4
2003,South Dakota,237.2648206,Mathematics,4
2003,Tennessee,227.7550447,Mathematics,4
2003,Texas,237.3059218,Mathematics,4
2003,Utah,234.7829509,Mathematics,4
2003,Vermont,241.9260724,Mathematics,4
2003,Virginia,239.2030891,Mathematics,4
2003,Washington,238.2928395,Mathematics,4
2003,West Virginia,230.7677485,Mathematics,4
2003,Wisconsin,236.755414,Mathematics,4
2003,Wyoming,241.0857006,Mathematics,4
2000,Alabama,217.941053,Mathematics,4
2000,Alaska,—,Mathematics,4
2000,Arizona,218.7666191,Mathematics,4
2000,Arkansas,217.0628695,Mathematics,4
2000,California,213.5651251,Mathematics,4
2000,Colorado,—,Mathematics,4
2000,Connecticut,234.2433747,Mathematics,4
2000,Delaware,—,Mathematics,4
2000,District of Columbia,193.2897745,Mathematics,4
2000,Florida,—,Mathematics,4
2000,Georgia,219.5567571,Mathematics,4
2000,Hawaii,215.8467986,Mathematics,4
2000,Idaho,226.8937845,Mathematics,4
2000,Illinois,224.9304113,Mathematics,4
2000,Indiana,234.4214288,Mathematics,4
2000,Iowa,232.8969349,Mathematics,4
2000,Kansas,231.9534346,Mathematics,4
2000,Kentucky,220.9935967,Mathematics,4
2000,Louisiana,217.9637562,Mathematics,4
2000,Maine,230.568646,Mathematics,4
2000,Maryland,222.3104068,Mathematics,4
2000,Massachusetts,234.9596133,Mathematics,4
2000,Michigan,230.8869725,Mathematics,4
2000,Minnesota,235.2708876,Mathematics,4
2000,Mississippi,210.9703503,Mathematics,4
2000,Missouri,228.5528138,Mathematics,4
2000,Montana,229.8120048,Mathematics,4
2000,Nebraska,225.9453358,Mathematics,4
2000,Nevada,220.2748665,Mathematics,4
2000,New Hampshire,—,Mathematics,4
2000,New Jersey,—,Mathematics,4
2000,New Mexico,213.8683008,Mathematics,4
2000,New York,226.5590607,Mathematics,4
2000,North Carolina,232.4630648,Mathematics,4
2000,North Dakota,230.8929578,Mathematics,4
2000,Ohio,230.5742166,Mathematics,4
2000,Oklahoma,225.0419222,Mathematics,4
2000,Oregon,226.6294911,Mathematics,4
2000,Pennsylvania,—,Mathematics,4
2000,Rhode Island,224.6338573,Mathematics,4
2000,South Carolina,220.4170062,Mathematics,4
2000,South Dakota,—,Mathematics,4
2000,Tennessee,219.8355873,Mathematics,4
2000,Texas,232.6660297,Mathematics,4
2000,Utah,227.2926732,Mathematics,4
2000,Vermont,231.6977364,Mathematics,4
2000,Virginia,230.3948089,Mathematics,4
2000,Washington,—,Mathematics,4
2000,West Virginia,224.8482981,Mathematics,4
2000,Wisconsin,‡,Mathematics,4
2000,Wyoming,229.2519227,Mathematics,4
1996,Alabama,211.6469735,Mathematics,4
1996,Alaska,223.8334546,Mathematics,4
1996,Arizona,217.5759405,Mathematics,4
1996,Arkansas,215.846436,Mathematics,4
1996,California,209.1290827,Mathematics,4
1996,Colorado,225.8058575,Mathematics,4
1996,Connecticut,232.0265739,Mathematics,4
1996,Delaware,215.0251017,Mathematics,4
1996,District of Columbia,187.13467,Mathematics,4
1996,Florida,215.7635826,Mathematics,4
1996,Georgia,215.4558617,Mathematics,4
1996,Hawaii,214.9655616,Mathematics,4
1996,Idaho,—,Mathematics,4
1996,Illinois,—,Mathematics,4
1996,Indiana,229.3944436,Mathematics,4
1996,Iowa,229.1261984,Mathematics,4
1996,Kansas,—,Mathematics,4
1996,Kentucky,219.988195,Mathematics,4
1996,Louisiana,209.02067,Mathematics,4
1996,Maine,232.2070445,Mathematics,4
1996,Maryland,220.6949607,Mathematics,4
1996,Massachusetts,228.9664026,Mathematics,4
1996,Michigan,226.2580564,Mathematics,4
1996,Minnesota,232.1930884,Mathematics,4
1996,Mississippi,208.4341186,Mathematics,4
1996,Missouri,224.7344618,Mathematics,4
1996,Montana,227.5162361,Mathematics,4
1996,Nebraska,227.5439927,Mathematics,4
1996,Nevada,217.6226122,Mathematics,4
1996,New Hampshire,—,Mathematics,4
1996,New Jersey,227.2401672,Mathematics,4
1996,New Mexico,213.844025,Mathematics,4
1996,New York,222.6340587,Mathematics,4
1996,North Carolina,224.3251249,Mathematics,4
1996,North Dakota,230.9041832,Mathematics,4
1996,Ohio,—,Mathematics,4
1996,Oklahoma,—,Mathematics,4
1996,Oregon,223.4761647,Mathematics,4
1996,Pennsylvania,226.2120147,Mathematics,4
1996,Rhode Island,220.4180939,Mathematics,4
1996,South Carolina,213.1944149,Mathematics,4
1996,South Dakota,—,Mathematics,4
1996,Tennessee,219.176248,Mathematics,4
1996,Texas,228.7129198,Mathematics,4
1996,Utah,226.5158412,Mathematics,4
1996,Vermont,224.8810601,Mathematics,4
1996,Virginia,222.643213,Mathematics,4
1996,Washington,225.0532981,Mathematics,4
1996,West Virginia,223.3501327,Mathematics,4
1996,Wisconsin,231.4118515,Mathematics,4
1996,Wyoming,223.1960029,Mathematics,4
1992,Alabama,208.3278759,Mathematics,4
1992,Alaska,—,Mathematics,4
1992,Arizona,215.253932,Mathematics,4
1992,Arkansas,210.2060281,Mathematics,4
1992,California,208.3989609,Mathematics,4
1992,Colorado,221.0234291,Mathematics,4
1992,Connecticut,226.79848,Mathematics,4
1992,Delaware,217.8999724,Mathematics,4
1992,District of Columbia,192.6005531,Mathematics,4
1992,Florida,213.6897512,Mathematics,4
1992,Georgia,215.5949062,Mathematics,4
1992,Hawaii,214.0566661,Mathematics,4
1992,Idaho,221.5625345,Mathematics,4
1992,Illinois,—,Mathematics,4
1992,Indiana,221.0377425,Mathematics,4
1992,Iowa,229.8840779,Mathematics,4
1992,Kansas,—,Mathematics,4
1992,Kentucky,215.0481577,Mathematics,4
1992,Louisiana,204.1402113,Mathematics,4
1992,Maine,231.6388399,Mathematics,4
1992,Maryland,217.3177079,Mathematics,4
1992,Massachusetts,226.5979178,Mathematics,4
1992,Michigan,219.8783523,Mathematics,4
1992,Minnesota,228.4935963,Mathematics,4
1992,Mississippi,201.8282612,Mathematics,4
1992,Missouri,222.2155998,Mathematics,4
1992,Montana,—,Mathematics,4
1992,Nebraska,225.3326475,Mathematics,4
1992,Nevada,—,Mathematics,4
1992,New Hampshire,229.6645638,Mathematics,4
1992,New Jersey,227.148047,Mathematics,4
1992,New Mexico,213.2990899,Mathematics,4
1992,New York,218.4455353,Mathematics,4
1992,North Carolina,212.8844899,Mathematics,4
1992,North Dakota,228.6628153,Mathematics,4
1992,Ohio,218.7119349,Mathematics,4
1992,Oklahoma,220.3198059,Mathematics,4
1992,Oregon,—,Mathematics,4
1992,Pennsylvania,224.3057316,Mathematics,4
1992,Rhode Island,215.4492482,Mathematics,4
1992,South Carolina,212.4967138,Mathematics,4
1992,South Dakota,—,Mathematics,4
1992,Tennessee,210.9482274,Mathematics,4
1992,Texas,217.9187445,Mathematics,4
1992,Utah,224.0422477,Mathematics,4
1992,Vermont,—,Mathematics,4
1992,Virginia,220.7629642,Mathematics,4
1992,Washington,—,Mathematics,4
1992,West Virginia,215.2689284,Mathematics,4
1992,Wisconsin,228.6920011,Mathematics,4
1992,Wyoming,225.3775916,Mathematics,4
2017,Alabama,268.3120202,Mathematics,8
2017,Alaska,277.0155718,Mathematics,8
2017,Arizona,282.2481453,Mathematics,8
2017,Arkansas,273.7599073,Mathematics,8
2017,California,276.6382001,Mathematics,8
2017,Colorado,286.2477175,Mathematics,8
2017,Connecticut,284.1443303,Mathematics,8
2017,Delaware,278.0234989,Mathematics,8
2017,District of Columbia,265.7797706,Mathematics,8
2017,Florida,279.1204152,Mathematics,8
2017,Georgia,281.0354875,Mathematics,8
2017,Hawaii,277.3368458,Mathematics,8
2017,Idaho,284.3717329,Mathematics,8
2017,Illinois,281.6179977,Mathematics,8
2017,Indiana,287.7056395,Mathematics,8
2017,Iowa,286.2394182,Mathematics,8
2017,Kansas,285.2835079,Mathematics,8
2017,Kentucky,277.7141618,Mathematics,8
2017,Louisiana,266.5067603,Mathematics,8
2017,Maine,284.0030073,Mathematics,8
2017,Maryland,280.9102456,Mathematics,8
2017,Massachusetts,297.0422252,Mathematics,8
2017,Michigan,279.5054547,Mathematics,8
2017,Minnesota,293.9623757,Mathematics,8
2017,Mississippi,270.9149075,Mathematics,8
2017,Missouri,280.5960216,Mathematics,8
2017,Montana,285.6004369,Mathematics,8
2017,Nebraska,288.4059553,Mathematics,8
2017,Nevada,275.3654555,Mathematics,8
2017,New Hampshire,293.2906544,Mathematics,8
2017,New Jersey,291.6985524,Mathematics,8
2017,New Mexico,269.374084,Mathematics,8
2017,New York,281.688,Mathematics,8
2017,North Carolina,281.9260284,Mathematics,8
2017,North Dakota,288.1723222,Mathematics,8
2017,Ohio,287.7142663,Mathematics,8
2017,Oklahoma,274.6888834,Mathematics,8
2017,Oregon,282.1730284,Mathematics,8
2017,Pennsylvania,286.3938323,Mathematics,8
2017,Rhode Island,277.1801256,Mathematics,8
2017,South Carolina,274.6738211,Mathematics,8
2017,South Dakota,286.3761595,Mathematics,8
2017,Tennessee,278.7777355,Mathematics,8
2017,Texas,282.3205103,Mathematics,8
2017,Utah,286.8165591,Mathematics,8
2017,Vermont,287.6233882,Mathematics,8
2017,Virginia,290.0814074,Mathematics,8
2017,Washington,289.1312572,Mathematics,8
2017,West Virginia,273.4158536,Mathematics,8
2017,Wisconsin,288.1431443,Mathematics,8
2017,Wyoming,288.7618117,Mathematics,8
2015,Alabama,266.5553185,Mathematics,8
2015,Alaska,280.4934562,Mathematics,8
2015,Arizona,282.9194894,Mathematics,8
2015,Arkansas,275.0647564,Mathematics,8
2015,California,275.324573,Mathematics,8
2015,Colorado,285.5391887,Mathematics,8
2015,Connecticut,283.9566773,Mathematics,8
2015,Delaware,279.8102438,Mathematics,8
2015,District of Columbia,263.0597763,Mathematics,8
2015,Florida,275.323818,Mathematics,8
2015,Georgia,278.7117968,Mathematics,8
2015,Hawaii,279.340145,Mathematics,8
2015,Idaho,283.7423253,Mathematics,8
2015,Illinois,281.9685673,Mathematics,8
2015,Indiana,287.1752011,Mathematics,8
2015,Iowa,286.41622,Mathematics,8
2015,Kansas,283.8710963,Mathematics,8
